url,Property ID,Locality name,Postal code,Subtype of property,Open Fire,Price,Construction year,Building condition,Outdoor parking spaces,Living area,Kitchen type,Bedrooms,Bathrooms,Terrace surface,Elevator,Energy class,Heating type,Double glazing,Flood zone type,Tenement building,Furnished,Surface of the plot,Garden surface,Number of frontages,Swimming pool,Accessible for disabled people,Covered parking spaces,Shower rooms
https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/11079381,11079381,willebroek,2830,apartment,0.0,"205,000",2008,Good,1,65,Hyperequipped,1,1,5,Yes,B,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/lubbeek/3210/10979572,10979572,lubbeek,3210,apartment,0.0,"270,000",1980,Good,,142,Installed,3,1,,,B,Gas,Yes,Nonfloodzone,No,,,,3,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11135516,11135516,gent,9000,apartment,0.0,"346,500",2018,Asnew,1,88,USAhyperequipped,1,1,22,Yes,A,Gas,Yes,Nonfloodzone,No,Yes,,,2,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11135562,11135562,bruxelles,1000,apartment,0.0,"499,000",2016,Good,1,85,USAhyperequipped,2,1,7,Yes,B,Gas,Yes,Nonfloodzone,No,No,,,2,No,Yes,,1
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/11135758,11135758,ganshoren,1083,apartment,0.0,"179,000",1967,Torenovate,,75,Semiequipped,2,1,18,Yes,D,Fueloil,,Nonfloodzone,No,No,,,2,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/schoten/2900/11136533,11136533,schoten,2900,apartment,0.0,"295,000",1997,Good,,110,Installed,2,1,6,Yes,B,Gas,Yes,Possiblefloodzone,No,,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2018/11050812,11050812,antwerp,2018,apartment,0.0,"249,900",1965,Asnew,,78,Installed,2,1,,Yes,B,Fueloil,Yes,Nonfloodzone,No,No,,,,No,No,,1
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11133918,11133918,bruxelles,1000,apartment,0.0,"265,000",2013,Good,,63,USAhyperequipped,1,1,7,Yes,C,Gas,Yes,Nonfloodzone,No,,,,4,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/11134766,11134766,mortsel,2640,apartment,0.0,"299,000",1976,Tobedoneup,,140,Semiequipped,3,1,,,D,Fueloil,Yes,Nonfloodzone,No,,,,,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11133706,11133706,gent,9000,apartment,0.0,"356,500",2018,Asnew,1,91,USAhyperequipped,1,1,16,Yes,A,Gas,Yes,Nonfloodzone,No,Yes,,,2,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2000/2000/11133606,11133606,antwerpen-2000,2000,apartment,0.0,"745,000",2004,Good,,180,Hyperequipped,2,1,35,Yes,A,Gas,Yes,Nonfloodzone,No,,,,,,,,1
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/11135393,11135393,uccle,1180,penthouse,0.0,"850,000",1978,Asnew,1,195,Hyperequipped,5,3,17,Yes,F,Gas,Yes,,No,No,,,3,No,No,,2
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/11130759,11130759,evere,1140,apartment,0.0,"269,000",1995,Asnew,,84,USAhyperequipped,2,1,6,Yes,F,Electric,Yes,Nonfloodzone,No,No,,,2,No,No,1,
https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11118082,11118082,gavere,9890,apartment,0.0,"269,700",2021,Asnew,1,76,Hyperequipped,1,1,11,Yes,A,Gas,Yes,Nonfloodzone,No,No,,,4,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1000/11138364,11138364,brussels%20city,1000,apartment,0.0,"495,000",2016,Asnew,,101,,3,2,25,Yes,B,,Yes,,No,Yes,,,,,,1,1
https://www.immoweb.be/en/classified/house/for-sale/goesnes/5353/11138359,11138359,goesnes,5353,house,0.0,"399,000",,,,330,,4,2,,,B,Fueloil,Yes,Nonfloodzone,No,No,600,,3,,,,
https://www.immoweb.be/en/classified/villa/for-sale/ronse/9600/10917528,10917528,ronse,9600,villa,0.0,"399,000",1957,Good,4,243,Hyperequipped,4,2,,,F,Fueloil,Yes,Nonfloodzone,No,No,1333,,4,,,1,1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9051/11138357,11138357,gent,9051,apartment,0.0,"565,000",1992,Good,,197,,3,1,,Yes,B,Gas,Yes,Nonfloodzone,No,,,,,,No,1,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10797484,10797484,gent,9000,house,0.0,"309,000",,Tobedoneup,,166,,5,2,,No,D,,Yes,Nonfloodzone,No,,76,6,4,,No,,
https://www.immoweb.be/en/classified/villa/for-sale/lebbeke/9280/11138352,11138352,lebbeke,9280,villa,0.0,"642,000",2013,Asnew,,262,Hyperequipped,3,1,,,B,Gas,Yes,Nonfloodzone,No,,1088,,4,,,2,
https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11118079,11118079,gavere,9890,apartment,0.0,"275,450",2021,Asnew,1,76,Hyperequipped,1,1,11,Yes,A,Gas,Yes,Nonfloodzone,No,No,,,4,No,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11118089,11118089,gavere,9890,apartment,0.0,"324,200",2021,Asnew,1,97,Hyperequipped,2,1,10,Yes,A,Gas,Yes,Nonfloodzone,No,No,,,4,No,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11118087,11118087,gavere,9890,apartment,0.0,"335,700",2021,Asnew,1,97,Hyperequipped,2,1,10,Yes,A,Gas,Yes,Nonfloodzone,No,No,,,4,No,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11118088,11118088,gavere,9890,apartment,0.0,"368,500",2021,Asnew,1,112,Hyperequipped,3,1,10,Yes,A,Gas,Yes,Nonfloodzone,No,No,,,4,No,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11118086,11118086,gavere,9890,apartment,0.0,"368,500",2021,Asnew,1,111,Hyperequipped,3,2,10,Yes,A,Gas,Yes,Nonfloodzone,No,No,,,4,No,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11118083,11118083,gavere,9890,apartment,0.0,"373,650",2021,Asnew,1,126,Hyperequipped,2,1,11,Yes,A,Gas,Yes,Nonfloodzone,No,No,,,4,No,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11118080,11118080,gavere,9890,apartment,0.0,"377,150",2021,Asnew,1,126,Hyperequipped,3,2,11,Yes,A,Gas,Yes,Nonfloodzone,No,No,,,4,No,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11118076,11118076,gavere,9890,apartment,0.0,"419,760",2021,Asnew,1,165,Hyperequipped,2,2,11,Yes,A,Gas,Yes,Nonfloodzone,No,No,,,4,No,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11131071,11131071,knokke-heist,8300,apartment,0.0,"445,000",1936,Justrenovated,1,75,Hyperequipped,2,1,,No,C,Gas,Yes,,No,Yes,,,2,No,No,1,
https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11130722,11130722,brussels-city,1000,apartment,0.0,"549,000",2004,Asnew,1,90,Hyperequipped,2,1,14,Yes,C,Gas,,Nonfloodzone,No,No,,,2,No,,1,
https://www.immoweb.be/en/classified/loft/for-sale/herent/3020/11132593,11132593,herent,3020,loft,0.0,"775,000",2010,Good,,258,Hyperequipped,2,1,,,A,Gas,Yes,Nonfloodzone,No,Yes,,,2,,,2,
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/11132277,11132277,deurne,2100,apartment,0.0,"189,000",1965,Good,,97,Semiequipped,3,1,3,Yes,D,Fueloil,Yes,Nonfloodzone,No,,,,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/11132105,11132105,borgerhout,2140,apartment,0.0,"239,000",1966,Good,,106,Installed,2,1,6,,C,Gas,Yes,Nonfloodzone,No,,,,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/11132255,11132255,borgerhout,2140,apartment,0.0,"264,000",1968,Justrenovated,,107,Installed,3,1,7,Yes,B,Gas,Yes,Nonfloodzone,No,,,,4,,Yes,,
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/11138350,11138350,oostende,8400,house,0.0,"310,000",,Good,,272,,3,2,,No,B,Gas,Yes,Nonfloodzone,No,,68,,2,,No,,
https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/11138349,11138349,otegem,8553,house,0.0,"555,930",,Good,,,,3,1,,,Notspecified,,No,,No,,,,4,,,1,
https://www.immoweb.be/en/classified/house/for-sale/boechout/2531/11115806,11115806,boechout,2531,house,0.0,"755,000",1957,Good,5,448,,7,4,,,B,,Yes,Nonfloodzone,No,,945,390,4,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/gent/9000/11138347,11138347,gent,9000,penthouse,0.0,"1,325,000",,Good,,180,,3,3,58,Yes,Notspecified,,No,,No,,,,,,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11129211,11129211,wavre,1300,apartment,0.0,"269,000",1992,Good,,100,Installed,2,,6,Yes,B,Gas,Yes,Nonfloodzone,No,,,,2,,,2,1
https://www.immoweb.be/en/classified/apartment/for-sale/neupre/4120/11128597,11128597,neupre,4120,apartment,0.0,"279,000",1999,Good,1,127,Installed,3,1,,,B,Fueloil,Yes,Nonfloodzone,No,Yes,,,2,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11131488,11131488,blankenberge,8370,apartment,0.0,"295,000",1972,Good,,68,Semiequipped,2,1,,Yes,C,Gas,Yes,Nonfloodzone,No,Yes,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11128144,11128144,uccle,1180,apartment,0.0,"595,000",1978,Torenovate,1,145,Installed,3,2,20,Yes,G,Fueloil,Yes,Nonfloodzone,No,No,,,3,No,No,,1
https://www.immoweb.be/en/classified/duplex/for-sale/ixelles/1050/11128434,11128434,ixelles,1050,duplex,0.0,"1,150,000",1958,Asnew,2,220,Hyperequipped,3,3,30,Yes,C,Gas,Yes,Nonfloodzone,No,No,,,3,No,No,2,3
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/11125650,11125650,liege,4000,apartment,0.0,"179,000",1950,Good,,102,Installed,2,1,8,Yes,E,Fueloil,Yes,Nonfloodzone,No,,,,2,No,Yes,,1
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11129677,11129677,blankenberge,8370,apartment,0.0,"295,000",2009,Good,,76,Installed,2,1,,Yes,A,Gas,Yes,Nonfloodzone,No,Yes,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11128828,11128828,antwerpen,2000,apartment,0.0,"379,000",1957,Good,,116,Installed,2,1,,Yes,B,Gas,Yes,Nonfloodzone,No,,,,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-berchem/2600/11125628,11125628,antwerpen-berchem,2600,apartment,0.0,"379,500",1986,Justrenovated,,123,Installed,2,1,20,Yes,B,Gas,Yes,Nonfloodzone,No,No,,,,No,No,1,1
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11126024,11126024,ixelles,1050,apartment,0.0,"419,000",1972,Tobedoneup,,125,Installed,2,1,5,Yes,F,Gas,Yes,Nonfloodzone,No,No,,,2,No,No,,1
https://www.immoweb.be/en/classified/loft/for-sale/kortrijk/8500/11126529,11126529,kortrijk,8500,loft,0.0,"465,000",1908,Good,,180,Installed,2,1,,Yes,B,Gas,Yes,Nonfloodzone,No,,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11127467,11127467,uccle,1180,apartment,0.0,"750,000",1992,Good,,190,Hyperequipped,3,2,10,Yes,D,Gas,Yes,,No,No,,,3,,Yes,1,
https://www.immoweb.be/en/classified/penthouse/for-sale/assenede/9960/11135512,11135512,assenede,9960,penthouse,0.0,"265,500",2023,Asnew,1,86,USAhyperequipped,1,1,51,Yes,A,,Yes,Nonfloodzone,No,No,,,2,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/11137054,11137054,aalst,9300,apartment,0.0,"239,000",1966,Torenovate,,104,Installed,2,1,50,,F,Gas,Yes,Nonfloodzone,No,,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/10681373,10681373,dilbeek,1700,apartment,0.0,"239,500",1972,Good,,105,USAhyperequipped,2,1,5,No,B,Gas,Yes,Nonfloodzone,No,No,,,2,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11135023,11135023,ixelles,1050,apartment,0.0,"245,000",1930,Good,,75,USAhyperequipped,1,1,,No,F,Gas,Yes,Nonfloodzone,No,No,,,2,No,No,,1
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/11136790,11136790,deurne,2100,apartment,0.0,"249,000",1969,Tobedoneup,,106,Installed,2,1,6,,C,Gas,Yes,Nonfloodzone,No,,,,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/11136848,11136848,de-panne,8660,apartment,0.0,"315,000",1979,Asnew,2,75,Hyperequipped,1,1,6,Yes,B,Gas,,,No,No,,,2,No,Yes,2,1
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11135245,11135245,knokke-heist,8300,apartment,0.0,"2,375,000",1988,Justrenovated,,112,USAhyperequipped,2,2,,Yes,B,Gas,,Nonfloodzone,No,No,,,3,Yes,Yes,,2
https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4000/11138342,11138342,li%C3%A8ge,4000,house,0.0,"237,500",,Good,,142,Semiequipped,4,1,79,No,F,Fueloil,Yes,Nonfloodzone,No,No,107,,2,No,No,,1
https://www.immoweb.be/en/classified/house/for-sale/ternat/1740/11138322,11138322,ternat,1740,house,0.0,"389,000",1971,Asnew,2,113,Installed,3,1,20,,F,Fueloil,Yes,Nonfloodzone,No,,488,293,3,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/11123963,11123963,de-panne,8660,apartment,0.0,"187,000",1967,Torestore,1,86,Installed,3,1,,,F,Gas,Yes,Nonfloodzone,No,,,,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/koekelberg/1081/11123006,11123006,koekelberg,1081,apartment,0.0,"215,000",1973,Tobedoneup,,84,Semiequipped,2,1,8,Yes,D,Gas,Yes,Nonfloodzone,No,No,,,2,No,No,,1
https://www.immoweb.be/en/classified/apartment/for-sale/gooik/1755/11127025,11127025,gooik,1755,apartment,0.0,"269,000",1973,Justrenovated,,119,Installed,2,,,,B,Gas,Yes,,No,,,,,,,1,1
https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/11124085,11124085,willebroek,2830,apartment,0.0,"275,000",1996,Good,,101,Semiequipped,2,,,,B,Gas,Yes,Nonfloodzone,No,,,,2,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/lier/2500/11126262,11126262,lier,2500,apartment,0.0,"279,000",1999,Good,,93,Semiequipped,2,1,,Yes,B,Gas,Yes,Nonfloodzone,No,,,,2,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/11133788,11133788,woluwe-saint-pierre,1150,apartment,0.0,"335,000",1970,Tobedoneup,,95,Semiequipped,2,1,5,Yes,D,Gas,Yes,Nonfloodzone,No,No,,,2,No,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/11133792,11133792,auderghem,1160,apartment,0.0,"375,000",1961,Good,,110,,2,1,9,Yes,E,Gas,Yes,Nonfloodzone,No,No,,,3,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11133899,11133899,bruxelles,1000,apartment,0.0,"385,000",2020,Asnew,,85,USAhyperequipped,2,1,14,Yes,B,Gas,,,No,,,,,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11133789,11133789,woluwe-saint-lambert,1200,apartment,0.0,"400,000",1961,Justrenovated,,83,USAhyperequipped,2,1,,,G,Gas,,Nonfloodzone,No,No,,,2,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11134961,11134961,woluwe-saint-lambert,1200,apartment,0.0,"425,000",2016,Good,1,95,Hyperequipped,2,1,12,Yes,B,Gas,Yes,,No,No,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11134864,11134864,knokke-heist,8300,apartment,0.0,"1,345,000",1964,Asnew,1,121,USAhyperequipped,3,3,,Yes,B,Gas,Yes,Nonfloodzone,No,Yes,,,3,No,No,,3
https://www.immoweb.be/en/classified/apartment/for-sale/tenneville/6970/11122912,11122912,tenneville,6970,apartment,0.0,"219,900",2024,Asnew,,93,Notinstalled,2,1,,,A,Gas,,,No,No,,,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/jabbeke/8490/11095229,11095229,jabbeke,8490,apartment,0.0,"299,000",2009,Good,,136,Installed,4,2,14,Yes,A,Gas,Yes,Nonfloodzone,No,,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11120651,11120651,brussels-city,1000,apartment,0.0,"195,000",2010,Good,,33,Installed,1,1,3,Yes,E,Electric,Yes,Recognizedfloodzone,No,Yes,,,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/11121761,11121761,ronse,9600,apartment,0.0,"215,000",1952,Justrenovated,,128,Installed,2,1,4,Yes,D,Fueloil,Yes,Nonfloodzone,No,,,,3,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11121948,11121948,ixelles,1050,apartment,0.0,"1,150,000",1958,Asnew,,220,Hyperequipped,3,3,30,,C,Gas,Yes,,No,No,,,3,,,2,
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/11133997,11133997,uccle,1180,penthouse,0.0,"980,000",2023,Asnew,1,140,USAhyperequipped,2,2,30,Yes,A,,Yes,Nonfloodzone,No,No,,,,No,Yes,,
https://www.immoweb.be/en/classified/service-flat/for-sale/sint-genesius-rode/1640/11132722,11132722,sint-genesius-rode,1640,service-flat,0.0,"259,000",2020,Asnew,,58,Installed,1,1,7,Yes,A,Gas,Yes,Nonfloodzone,No,,,,4,,Yes,1,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11130786,11130786,ixelles,1050,apartment,0.0,"355,000",1984,Asnew,,66,Hyperequipped,2,1,2,No,D,Gas,Yes,Nonfloodzone,No,No,,,2,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11130791,11130791,ixelles,1050,apartment,0.0,"385,000",1909,Good,,96,USAhyperequipped,2,2,,No,G,Gas,Yes,Nonfloodzone,No,,,,2,No,No,,2
https://www.immoweb.be/en/classified/house/for-sale/braine%20l%27alleud/1420/11138314,11138314,braine%20l%27alleud,1420,house,0.0,"475,000",1950,,,245,,4,1,14,No,F,Fueloil,Yes,Nonfloodzone,No,No,307,,2,No,No,,
https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8550/11138313,11138313,zwevegem,8550,house,0.0,"309,586",2024,,,127,,3,1,,,Notspecified,Gas,Yes,Nonfloodzone,No,No,248,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8550/11138312,11138312,zwevegem,8550,house,0.0,"309,579",2024,,,126,,3,1,,,Notspecified,Gas,Yes,Nonfloodzone,No,No,279,,3,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/koksijde%20%28sint-idesbald%29/8670/11138311,11138311,koksijde%20%28sint-idesbald%29,8670,flat-studio,0.0,"185,000",,,,40,,,1,,Yes,C,Electric,Yes,Nonfloodzone,No,No,,,4,No,No,,
https://www.immoweb.be/en/classified/house/for-sale/staden/8840/11138308,11138308,staden,8840,house,0.0,"207,500",1960,Good,,193,,2,,,,D,Gas,,,No,,289,,3,,,1,
https://www.immoweb.be/en/classified/house/for-sale/hulste/8531/11138307,11138307,hulste,8531,house,0.0,"290,500",,Asnew,,171,,3,,,,D,Gas,,,No,,217,,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/eernegem/8480/11138306,11138306,eernegem,8480,apartment,0.0,"287,500",2007,Asnew,,,,3,,,,B,Gas,,,No,,,,2,,,1,
https://www.immoweb.be/en/classified/house/for-sale/spa/4900/11138304,11138304,spa,4900,house,0.0,"255,000",,,,182,Installed,3,1,,No,D,Gas,Yes,,No,No,50,,2,No,No,,
https://www.immoweb.be/en/classified/mansion/for-sale/koekelberg/1081/10958950,10958950,koekelberg,1081,mansion,0.0,"580,000",1899,Tobedoneup,,338,Installed,5,3,40,,F,Gas,Yes,Nonfloodzone,No,,230,106,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/desselgem%20%28waregem%29/8792/11138295,11138295,desselgem%20%28waregem%29,8792,house,0.0,"349,000",1990,,,183,,3,1,,No,E,Electric,Yes,Nonfloodzone,No,No,558,,4,No,No,1,
https://www.immoweb.be/en/classified/house/for-sale/saint-gilles/1060/11138294,11138294,saint-gilles,1060,house,0.0,"375,000",,Tobedoneup,,170,Installed,4,1,,,G,,,Nonfloodzone,No,,,,2,,,,
https://www.immoweb.be/en/classified/villa/for-sale/reet/2840/11138293,11138293,reet,2840,villa,0.0,"1,985,000",1900,Good,5,476,Installed,7,3,,,D,Gas,,,No,,3403,,,,,2,
https://www.immoweb.be/en/classified/house/for-sale/lommel/3920/11138282,11138282,lommel,3920,house,0.0,"775,000",1970,,,392,Hyperequipped,5,1,,No,B,Gas,Yes,Nonfloodzone,No,No,1440,,4,No,No,1,
https://www.immoweb.be/en/classified/house/for-sale/laakdal%20%28laakdal%29/2430/11138274,11138274,laakdal%20%28laakdal%29,2430,house,0.0,"274,000",1964,,,150,,2,1,,,F,Fueloil,Yes,Nonfloodzone,No,No,851,,4,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11130724,11130724,woluwe-saint-lambert,1200,apartment,0.0,"425,000",1961,Justrenovated,,83,USAhyperequipped,2,1,,,G,Gas,,Nonfloodzone,No,No,,50,2,,,1,
https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/11131097,11131097,etterbeek,1040,penthouse,0.0,"450,000",2013,Asnew,1,99,USAhyperequipped,2,1,7,Yes,D,Gas,Yes,Nonfloodzone,No,,,,2,No,Yes,1,
https://www.immoweb.be/en/classified/loft/for-sale/mechelen/2800/11130764,11130764,mechelen,2800,loft,0.0,"749,000",1911,Justrenovated,,224,Installed,2,1,10,Yes,B,Gas,Yes,Nonfloodzone,No,No,,785,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11131337,11131337,knokke-heist,8300,apartment,0.0,"845,000",1976,Justrenovated,,86,USAhyperequipped,3,2,4,Yes,C,Gas,Yes,Nonfloodzone,No,No,,,2,No,Yes,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11130949,11130949,knokke-heist,8300,apartment,0.0,"2,100,000",1962,Asnew,,126,USAhyperequipped,3,2,,Yes,B,Gas,Yes,Nonfloodzone,No,,,,2,No,No,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/schaerbeek/1030/11119856,11119856,schaerbeek,1030,flat-studio,0.0,"165,000",1998,Good,,31,Installed,,1,1,Yes,E,Electric,Yes,Nonfloodzone,No,Yes,,,2,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/schaerbeek/1030/11119855,11119855,schaerbeek,1030,flat-studio,0.0,"185,000",1998,Good,,31,Installed,,1,1,Yes,E,Electric,Yes,Nonfloodzone,No,Yes,,,2,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/seraing/4101/11120131,11120131,seraing,4101,apartment,0.0,"235,000",2004,Good,2,100,Semiequipped,3,1,10,Yes,C,Gas,Yes,Nonfloodzone,No,No,,27000,4,No,Yes,1,1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11119422,11119422,gent,9000,apartment,0.0,"269,000",2001,Good,,52,Installed,1,1,4,,B,Gas,Yes,Nonfloodzone,No,No,,,2,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/uccle/1180/11030901,11030901,uccle,1180,flat-studio,0.0,"215,000",2023,Asnew,36,32,USAhyperequipped,,1,,Yes,A,,Yes,Possiblefloodzone,No,No,,,,No,Yes,,1
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11030903,11030903,uccle,1180,apartment,0.0,"500,000",2023,Asnew,36,95,USAhyperequipped,2,1,11,Yes,A,,Yes,Possiblefloodzone,No,No,,,2,No,Yes,,2
https://www.immoweb.be/en/classified/apartment/for-sale/louvain-la-neuve/1348/11128523,11128523,louvain-la-neuve,1348,apartment,0.0,"155,000",1975,Good,,38,Semiequipped,1,1,,,E,Gas,Yes,,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/10833524,10833524,hoboken,2660,apartment,0.0,"159,000",1969,Tobedoneup,,90,,2,1,2,Yes,B,Gas,,Nonfloodzone,No,,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/11132299,11132299,hoboken,2660,apartment,0.0,"210,000",1970,Asnew,,80,,2,1,15,Yes,C,Gas,Yes,Nonfloodzone,No,,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/neder-over-heembeek/1120/11130679,11130679,neder-over-heembeek,1120,apartment,0.0,"229,000",1977,Tobedoneup,2,80,Notinstalled,2,1,3,No,G,Gas,Yes,Nonfloodzone,No,No,,,2,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/11129971,11129971,auderghem,1160,apartment,1.0,"245,000",1968,Good,,73,,2,,1,Yes,C,Gas,Yes,,No,,,,1,No,Yes,,1
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/11128093,11128093,berchem,2600,apartment,0.0,"249,000",1976,Tobedoneup,,102,Semiequipped,2,1,21,Yes,B,Gas,,,No,,,,,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/11128092,11128092,berchem,2600,apartment,0.0,"249,000",1967,Justrenovated,,78,Installed,1,1,17,Yes,B,Gas,Yes,Nonfloodzone,No,,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/11115396,11115396,anderlecht,1070,apartment,0.0,"250,000",2022,Asnew,,66,USAhyperequipped,1,1,,,A,Gas,Yes,Nonfloodzone,No,,,,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/11130549,11130549,vilvoorde,1800,apartment,0.0,"280,000",1989,Asnew,1,114,USAhyperequipped,3,1,,Yes,B,Gas,Yes,,No,No,,,2,No,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/11129021,11129021,forest,1190,apartment,0.0,"370,000",1964,Tobedoneup,,114,USAhyperequipped,2,2,5,Yes,C,Gas,Yes,,No,,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/11134768,11134768,berchem,2600,apartment,0.0,"259,000",1970,Good,,112,Installed,3,1,19,Yes,C,Electric,Yes,Nonfloodzone,No,,,,2,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11133909,11133909,gent,9000,apartment,0.0,"290,000",1999,Asnew,1,97,Installed,2,1,,,C,Electric,Yes,Nonfloodzone,No,,,,2,,,,
